DOI,Author Position,Author Name,Initials,Conceived and designed the experiments,Performed the experiments,Analyzed the data,Contributed reagents/materials/analysis tools,Wrote the paper
10.1371/journal.pone.0000988,2,Zhihua Li,ZL,1,1,0,0,0
10.1371/journal.pone.0060748,1,Marissa A Gorlick,MAG,1,1,1,1,1
10.1371/journal.pone.0060748,2,W Todd Maddox,WTM,1,0,1,1,1
10.1371/journal.pone.0003797,1,Stefan Kulick,SK,1,1,1,0,1
10.1371/journal.pone.0003797,2,Claudia Moccia,CM,1,1,1,0,1
10.1371/journal.pone.0003797,5,Christian Kraft,CK,1,1,1,0,0
10.1371/journal.pone.0003797,6,Sebastian Suerbaum,SS,1,0,1,0,1
10.1371/journal.pone.0003797,3,Xavier Didelot,XD,0,0,1,0,1
10.1371/journal.pone.0003797,4,Daniel Falush,DF,0,0,1,0,0
10.1371/journal.pone.0000995,1,Anjali Goswami,AG,1,1,1,1,1
10.1371/journal.pone.0003798,1,Giorgio F Gilestro,GFG,1,1,1,1,1
10.1371/journal.pone.0015444,1,Sarah Kromrey,SK,1,1,0,0,1
10.1371/journal.pone.0015444,4,Evgeniy Bart,EB,1,1,0,1,1
10.1371/journal.pone.0015444,5,Jay Hegdé,JH,1,1,1,1,1
10.1371/journal.pone.0015444,2,Matthew Maestri,MM,0,1,0,0,1
10.1371/journal.pone.0015444,3,Karin Hauffen,KH,0,1,0,1,1
10.1371/journal.pone.0006603,1,Stefania Mattiussi,SM,1,1,1,0,0
10.1371/journal.pone.0006603,5,Silvia Soddu,SS,1,0,1,1,1
10.1371/journal.pone.0006603,6,Maurizio C Capogrossi,MCC,1,0,1,0,1
10.1371/journal.pone.0006603,7,Carlo Gaetano,CG,1,0,1,0,1
10.1371/journal.pone.0006603,2,Chiara Lazzari,CL,0,1,1,0,0
10.1371/journal.pone.0006603,3,Silvia Truffa,ST,0,1,1,0,0
10.1371/journal.pone.0006603,4,Annalisa Antonini,AA,0,1,1,0,0
10.1371/journal.pone.0040922,26,Kari Kuulasmaa,KK,1,0,0,0,1
10.1371/journal.pone.0040922,27,Heribert Schunkert,HS,1,0,0,0,1
10.1371/journal.pone.0040922,,,NS,1,0,0,0,1
10.1371/journal.pone.0040922,2,Olli Saarela,OS,1,0,1,0,1
10.1371/journal.pone.0040922,24,Jeanette Erdmann,JE,1,0,0,0,0
10.1371/journal.pone.0040922,,,MH,1,0,0,0,1
10.1371/journal.pone.0040922,5,Kaisa Silander,KS,0,1,0,0,0
10.1371/journal.pone.0040922,6,Norman Klopp,NK,0,1,0,0,0
10.1371/journal.pone.0040922,,,J,0,0,0,1,0
10.1371/journal.pone.0040922,4,Frank Kee,FK,0,0,0,0,1
10.1371/journal.pone.0040927,1,Frédéric Esclassan,FE,1,1,1,0,1
10.1371/journal.pone.0040927,6,Philippe Litaudon,PL,1,1,1,0,1
10.1371/journal.pone.0040927,5,Nathalie Buonviso,NB,1,0,0,0,0
10.1371/journal.pone.0040927,2,Emmanuelle Courtiol,EC,0,1,1,0,0
10.1371/journal.pone.0040927,3,Marc Thévenet,MT,0,0,0,1,0
10.1371/journal.pone.0040927,4,Samuel Garcia,SG,0,0,0,1,0
10.1371/journal.pone.0006620,,,SJvH,1,1,1,0,1
10.1371/journal.pone.0006620,3,Christopher C Blyth,CCB,1,0,1,0,1
10.1371/journal.pone.0006620,6,Vitali Sintchenko,VS,1,1,0,0,1
10.1371/journal.pone.0006620,7,Dominic E Dwyer,DED,1,0,0,0,1
10.1371/journal.pone.0006620,2,Hong Foo,HF,0,0,1,0,1
10.1371/journal.pone.0006620,,,KM,0,0,0,1,1
10.1371/journal.pone.0006620,5,Paul Armstrong,PA,0,0,0,0,1
10.1371/journal.pone.0052286,2,Joseph T Francis,JTF,1,0,0,0,1
10.1371/journal.pone.0052286,1,Pratik Y Chhatbar,PYC,1,1,1,1,1
10.1371/journal.pone.0003803,1,Kaw Bing Chua,KBC,1,1,1,0,1
10.1371/journal.pone.0003803,2,Kenny Voon,KV,0,1,1,0,0
10.1371/journal.pone.0003803,3,Gary Crameri,GC,0,1,1,0,0
10.1371/journal.pone.0003803,5,Juliana Rosli,JR,0,1,0,0,0
10.1371/journal.pone.0003803,,,JAM,0,1,1,0,0
10.1371/journal.pone.0003803,8,Meng Yu,MY,0,1,1,0,0
10.1371/journal.pone.0003803,4,Hui Siu Tan,HST,0,0,1,1,0
10.1371/journal.pone.0003803,,,LW,0,0,1,0,1
10.1371/journal.pone.0003803,7,Sivagami Suluraju,SS,0,0,0,1,0
10.1371/journal.pone.0006623,1,Satoru Onodera,SO,1,1,1,1,1
10.1371/journal.pone.0006623,2,T Philip Hicks,TPH,1,0,0,0,1
10.1371/journal.pone.0018091,1,Sadhak Sengupta,SS,1,1,1,1,1
10.1371/journal.pone.0018091,2,Ilya V Ulasov,IVU,1,1,0,1,0
10.1371/journal.pone.0018091,5,Maciej S Lesniak,MSL,1,0,0,0,1
10.1371/journal.pone.0018091,3,Bart Thaci,BT,0,1,0,0,0
10.1371/journal.pone.0018091,4,Atique U Ahmed,AUA,0,1,0,1,0
10.1371/journal.pone.0040930,,,LNY,1,1,1,1,1
10.1371/journal.pone.0040930,,,XLZ,1,1,1,1,1
10.1371/journal.pone.0040930,8,Min Yan,MY,1,0,0,1,1
10.1371/journal.pone.0040930,3,Jing Yu,JY,0,1,1,1,0
10.1371/journal.pone.0040930,4,Hao Huang,HH,0,1,0,0,0
10.1371/journal.pone.0040930,,,LSJ,0,1,0,0,0
10.1371/journal.pone.0040930,,,FJZ,0,1,0,0,0
10.1371/journal.pone.0040930,,,JLC,0,0,0,1,0
10.1371/journal.pone.0018092,6,Hengming Ke,HK,1,0,1,0,1
10.1371/journal.pone.0018092,5,Hai-Bin Luo,H-BL,1,1,1,1,1
10.1371/journal.pone.0018092,1,Jing Hou,JH,0,1,1,1,1
10.1371/journal.pone.0018092,2,Jie Xu,JX,0,1,1,1,0
10.1371/journal.pone.0018092,3,Ming Liu,ML,0,1,1,1,0
10.1371/journal.pone.0018092,4,Ruizhi Zhao,RZ,0,1,1,1,0
10.1371/journal.pone.0040931,10,Uroš Petrovič,UP,1,0,1,1,1
10.1371/journal.pone.0040931,1,Mojca Mattiazzi,MM,1,1,1,0,1
10.1371/journal.pone.0040931,8,David G Drubin,DGD,1,0,0,1,0
10.1371/journal.pone.0040931,6,Gregor Anderluh,GA,1,0,1,1,0
10.1371/journal.pone.0040931,7,Sepp D Kohlwein,SDK,1,0,0,1,0
10.1371/journal.pone.0040931,2,Yidi Sun,YS,1,0,1,0,0
10.1371/journal.pone.0040931,5,Toni Petan,TP,1,1,1,1,0
10.1371/journal.pone.0040931,3,Heimo Wolinski,HW,0,1,0,0,0
10.1371/journal.pone.0040931,4,Andrej Bavdek,AB,0,1,0,0,0
10.1371/journal.pone.0040931,9,Igor Križaj,IK,0,0,0,1,0
10.1371/journal.pone.0006597,1,Saeid Taheri,ST,1,1,1,0,1
10.1371/journal.pone.0006597,,,ECJ,1,1,1,0,1
10.1371/journal.pone.0006597,4,Gary A Rosenberg,GAR,1,0,0,0,1
10.1371/journal.pone.0006597,3,Eduardo Y Estrada,EYE,0,1,0,0,0
10.1371/journal.pone.0040917,1,Nathaniel Jembere,NJ,1,0,1,0,1
10.1371/journal.pone.0040917,2,Michael A Campitelli,MAC,1,0,1,0,1
10.1371/journal.pone.0040917,3,Morris Sherman,MS,1,0,0,0,0
10.1371/journal.pone.0040917,4,Jordan J Feld,JJF,1,0,0,0,0
10.1371/journal.pone.0040917,6,Stuart Peacock,SP,1,0,0,0,0
10.1371/journal.pone.0040917,7,Eric Yoshida,EY,1,0,0,0,0
10.1371/journal.pone.0040917,8,Murray D Krahn,MDK,1,0,0,0,0
10.1371/journal.pone.0040917,9,Craig Earle,CE,1,0,0,0,0
10.1371/journal.pone.0040917,,,HHT,1,0,1,0,1
10.1371/journal.pone.0040917,5,Wendy Lou,WL,0,0,1,0,0
10.1371/journal.pone.0009495,1,Yiwen Li,YL,1,1,1,0,1
10.1371/journal.pone.0009495,2,Weng Tao,WT,1,0,1,0,1
10.1371/journal.pone.0009495,,,ML,1,0,1,0,1
10.1371/journal.pone.0009495,,,AL,1,0,0,0,1
10.1371/journal.pone.0009495,9,Rong Wen,RW,1,1,1,0,1
10.1371/journal.pone.0009495,3,Lingyu Luo,LL,0,1,1,0,0
10.1371/journal.pone.0009495,4,Deqiang Huang,DH,0,1,1,0,0
10.1371/journal.pone.0009495,5,Konrad Kauper,KK,0,1,1,0,0
10.1371/journal.pone.0009495,6,Paul Stabila,PS,0,1,1,0,0
10.1371/journal.pone.0058133,,,LWL,1,0,0,0,0
10.1371/journal.pone.0058133,,,ESX,1,0,0,0,0
10.1371/journal.pone.0058133,,,ZKC,1,1,0,1,1
10.1371/journal.pone.0058133,,,HFW,0,1,0,0,1
10.1371/journal.pone.0058133,2,Jing Huang,JH,0,1,0,0,0
10.1371/journal.pone.0058133,,,XJZ,0,0,1,0,0
10.1371/journal.pone.0058133,3,Jing Yang,JY,0,0,0,1,0
10.1371/journal.pone.0003788,8,Ute Schaefer,US,1,0,1,0,1
10.1371/journal.pone.0003788,1,Annette Schneider,AS,0,1,1,0,0
10.1371/journal.pone.0003788,3,Peter Riess,PR,0,1,0,0,0
10.1371/journal.pone.0003788,5,Naidu Kamisetti,NK,0,1,0,0,0
10.1371/journal.pone.0003788,4,Marek Molcanyi,MM,0,1,1,0,0
10.1371/journal.pone.0003788,2,Dimitry Spitkovsky,DS,0,0,1,1,0
10.1371/journal.pone.0003788,7,Jürgen Hescheler,JH,0,0,1,1,0
10.1371/journal.pone.0009497,1,Gitit Shahaf,GS,1,1,1,0,1
10.1371/journal.pone.0009497,2,Michael P Cancro,MPC,1,0,0,1,1
10.1371/journal.pone.0009497,3,Ramit Mehr,RM,0,0,0,1,1
10.1371/journal.pone.0066561,1,Antonella Capozzi,AC,1,1,1,0,1
10.1371/journal.pone.0066561,2,Olimpia Vincentini,OV,1,1,1,0,1
10.1371/journal.pone.0066561,5,Agostina Longo,AL,1,0,1,0,0
10.1371/journal.pone.0066561,7,Vincenzo Mattei,VM,1,0,1,0,0
10.1371/journal.pone.0066561,3,Pietro Gizzi,PG,0,1,0,0,0
10.1371/journal.pone.0066561,6,Cristina Felli,CF,0,1,0,0,0
10.1371/journal.pone.0066561,4,Alessandra Porzia,AP,0,1,0,0,0
10.1371/journal.pone.0066561,8,Fabrizio Mainiero,FM,0,0,1,1,0
10.1371/journal.pone.0066561,,,M,0,0,1,1,1
10.1371/journal.pone.0043625,,,HLD,1,0,0,0,1
10.1371/journal.pone.0043625,,,GQB,1,0,0,0,1
10.1371/journal.pone.0043625,,,XWJ,0,1,0,0,0
10.1371/journal.pone.0043625,3,Jie Hu,JH,0,1,0,0,0
10.1371/journal.pone.0043625,,,HFL,0,0,1,0,0
10.1371/journal.pone.0043625,,,XLH,0,0,1,0,0
10.1371/journal.pone.0043625,,,XNL,0,0,0,1,0
10.1371/journal.pone.0066572,1,Lixia Tian,LT,1,0,1,0,1
10.1371/journal.pone.0066572,6,Stephen M Smith,SMS,1,0,1,1,1
10.1371/journal.pone.0066572,3,Juejing Ren,JR,0,1,0,0,0
10.1371/journal.pone.0066572,5,Yufeng Zang,YZ,0,1,0,1,1
10.1371/journal.pone.0066572,2,Yazhuo Kong,YK,0,0,1,0,0
10.1371/journal.pone.0066572,4,Gaël Varoquaux,GV,0,0,1,1,1
10.1371/journal.pone.0015421,1,Lisa A Brennan,LAB,1,1,1,1,1
10.1371/journal.pone.0015421,2,Wanda Lee,WL,1,1,1,1,1
10.1371/journal.pone.0015421,3,Marc Kantorow,MK,1,1,1,1,1
10.1371/journal.pone.0026849,1,Tina Landsvig Berentzen,TLB,1,0,1,0,1
10.1371/journal.pone.0026849,6,Thorkild I A Sørensen,TIAS,1,0,0,1,0
10.1371/journal.pone.0026849,7,Kim Overvad,KO,1,1,0,1,0
10.1371/journal.pone.0026849,5,Anne Tjønneland,AT,0,1,0,1,0
10.1371/journal.pone.0026849,3,Jakob Gerhard Stegger,JGS,0,1,0,1,0
10.1371/journal.pone.0026849,2,Marianne Uhre Jakobsen,MUJ,0,0,0,1,0
10.1371/journal.pone.0026849,4,Jytte Halkjaer,JH,0,0,0,1,0
10.1371/journal.pone.0066555,1,Jae Kwan Lee,JKL,1,1,0,1,1
10.1371/journal.pone.0066555,4,Mi Kyung Kim,MKK,1,1,0,1,0
10.1371/journal.pone.0066555,2,Kyeong A So,KAS,0,0,1,0,1
10.1371/journal.pone.0066555,3,Chandrika J Piyathilake,CJP,0,0,1,0,1
10.1371/journal.pone.0060766,1,Norfifah Bachok,NB,0,0,1,0,1
10.1371/journal.pone.0060766,2,Anuar Ishak,AI,0,0,1,1,1
10.1371/journal.pone.0060766,3,Ioan Pop,IP,0,0,0,1,1
10.1371/journal.pone.0006631,,,JBL,1,1,1,0,1
10.1371/journal.pone.0006631,3,Phillip Shaw,PS,1,1,1,0,1
10.1371/journal.pone.0006631,2,Alessandra Baumer,AB,0,0,0,1,0
10.1371/journal.pone.0015454,1,Roberto Viviani,RV,1,1,1,1,1
10.1371/journal.pone.0015454,2,Hanna Lo,HL,1,1,0,0,0
10.1371/journal.pone.0015454,6,Andrea B Horn,ABH,1,0,0,0,0
10.1371/journal.pone.0015454,,,EJS,0,1,0,0,0
10.1371/journal.pone.0015454,4,Petra Beschoner,PB,0,1,0,0,0
10.1371/journal.pone.0015454,5,Julia C Stingl,JCS,0,1,1,1,0
10.1371/journal.pone.0020924,1,Christel Goudot,CG,1,1,1,0,0
10.1371/journal.pone.0020924,4,Gaëlle Lelandais,GL,1,0,1,0,1
10.1371/journal.pone.0020924,3,Frédéric Devaux,FD,0,0,1,0,1
10.1371/journal.pone.0020924,2,Catherine Etchebest,CE,0,0,0,1,0
10.1371/journal.pone.0006592,1,Jorge E Osorio,JEO,1,1,1,0,1
10.1371/journal.pone.0006592,2,Keith P Iams,KPI,1,1,1,0,0
10.1371/journal.pone.0006592,4,Tonie E Rocke,TER,1,1,1,0,1
10.1371/journal.pone.0006592,3,Carol U Meteyer,CUM,0,0,1,0,0
10.1371/journal.pone.0066554,1,Filumena Maria Gomes,FMG,1,1,0,0,0
10.1371/journal.pone.0066554,2,S V Subramanian,SVS,1,0,1,0,1
10.1371/journal.pone.0066554,4,Maria Helena Valente,MHV,1,1,0,0,0
10.1371/journal.pone.0066554,,,AMdUE,1,1,0,0,0
10.1371/journal.pone.0066554,5,Sandra Josefina Ferraz Ellero Grisi,SJFEG,1,0,1,0,0
10.1371/journal.pone.0066554,6,Alexandra Brentani,AB,1,0,1,0,1
10.1371/journal.pone.0066554,7,Günther Fink,GF,1,0,1,0,1
10.1371/journal.pone.0063758,,,YWL,1,1,1,0,1
10.1371/journal.pone.0063758,2,Anlong Li,AL,1,1,1,0,0
10.1371/journal.pone.0063758,8,Colin G Nichols,CGN,1,0,0,0,1
10.1371/journal.pone.0063758,7,Fabrizio Barbetti,FB,1,0,0,0,1
10.1371/journal.pone.0063758,3,Valeria Grasso,VG,0,1,0,1,0
10.1371/journal.pone.0063758,4,Domenica Battaglia,DB,0,1,0,1,0
10.1371/journal.pone.0063758,5,Antonino Crinò,AC,0,1,0,1,0
10.1371/journal.pone.0063758,6,Carlo Colombo,CC,0,1,0,1,0
10.1371/journal.pone.0015415,,,P,1,0,0,1,1
10.1371/journal.pone.0015415,,,K,0,1,0,0,0
10.1371/journal.pone.0015415,,,D,0,0,1,0,0
10.1371/journal.pone.0055025,1,Rongjun Yu,RY,1,0,1,0,1
10.1371/journal.pone.0055025,2,Yi Huang,YH,0,1,1,1,1
10.1371/journal.pone.0000958,1,Alexander Statnikov,AS,1,1,1,0,1
10.1371/journal.pone.0000958,,,CA,1,0,1,0,0
10.1371/journal.pone.0000958,2,Chun Li,CL,1,0,1,0,0
10.1371/journal.pone.0040901,1,Carolina Aquilino,CA,1,1,0,0,0
10.1371/journal.pone.0040901,,,MGR,1,1,0,0,0
10.1371/journal.pone.0040901,5,Laura Corvo,LC,1,1,0,0,0
10.1371/journal.pone.0040901,8,Francisco Malpartida,FM,1,1,0,1,0
10.1371/journal.pone.0040901,9,Pedro Bonay,PB,1,1,1,1,1
10.1371/journal.pone.0040901,3,Elena Maria Seco,EMS,0,1,0,0,0
10.1371/journal.pone.0040901,4,Leticia Escudero,LE,0,1,0,0,0
10.1371/journal.pone.0040901,6,Manuel Soto,MS,0,0,1,1,0
10.1371/journal.pone.0040901,7,Manuel Fresno,MF,0,0,1,1,0
10.1371/journal.pone.0020889,1,Jairo Rocha,JR,1,1,1,0,1
10.1371/journal.pone.0020889,2,Ricardo Alberich,RA,1,1,1,0,0
10.1371/journal.pone.0052269,,,JWL,1,1,0,0,1
10.1371/journal.pone.0052269,2,Peng Gao,PG,1,1,1,1,1
10.1371/journal.pone.0052269,,,ZNW,1,0,0,0,0
10.1371/journal.pone.0052269,,,MXW,0,1,0,0,0
10.1371/journal.pone.0052269,,,YLD,0,1,0,0,0
10.1371/journal.pone.0052269,,,YXS,0,0,0,1,1
10.1371/journal.pone.0052269,,,YYX,0,0,0,1,0
10.1371/journal.pone.0052269,,,HMX,0,0,0,1,0
10.1371/journal.pone.0060697,5,Veronika Müller,VM,1,0,0,0,1
10.1371/journal.pone.0060697,6,János Rigó,JR,1,0,0,1,1
10.1371/journal.pone.0060697,7,Barna Vásárhelyi,BV,1,0,0,1,1
10.1371/journal.pone.0060697,8,György Losonczy,GL,1,0,0,1,1
10.1371/journal.pone.0060697,9,Lilla Tamási,LT,1,1,1,1,1
10.1371/journal.pone.0060697,1,István Ivancsó,II,0,1,1,0,1
10.1371/journal.pone.0060697,2,Gergely Toldi,GT,0,1,1,0,1
10.1371/journal.pone.0060697,3,Anikó Bohács,AB,0,1,0,0,1
10.1371/journal.pone.0060697,4,Noémi Eszes,NE,0,1,1,1,1
10.1371/journal.pone.0020890,1,Mingyu Lv,ML,1,1,1,0,1
10.1371/journal.pone.0020890,7,Xianghui Yu,XY,1,0,0,0,0
10.1371/journal.pone.0020890,6,Wei Kong,WK,1,0,0,0,0
10.1371/journal.pone.0020890,2,Jiawen Wang,JW,0,1,1,0,0
10.1371/journal.pone.0020890,5,Yingzi Zhu,YZ,0,1,1,0,0
10.1371/journal.pone.0020890,3,Xiaodan Wang,XW,0,0,1,0,0
10.1371/journal.pone.0020890,4,Tao Zuo,TZ,0,0,1,0,0
10.1371/journal.pone.0060708,1,Emilie Bilodeau,EB,1,1,1,0,1
10.1371/journal.pone.0060708,4,Conrad Cloutier,CC,1,0,1,1,1
10.1371/journal.pone.0060708,,,JFG,0,1,0,0,1
10.1371/journal.pone.0060708,3,Julie Turgeon,JT,0,0,0,1,1
10.1371/journal.pone.0015401,1,Fei Li,FL,1,0,1,1,1
10.1371/journal.pone.0015401,2,L Phillip Wang,LPW,1,0,1,1,1
10.1371/journal.pone.0015401,3,Xiaoming Shen,XS,1,0,0,1,0
10.1371/journal.pone.0015401,4,Joe Z Tsien,JZT,1,0,1,1,1
10.1371/journal.pone.0015401,,,"FL,",0,1,0,0,0
10.1371/journal.pone.0015401,,,LW,0,1,0,0,0
10.1371/journal.pone.0055019,,,YM,1,0,0,0,0
10.1371/journal.pone.0055019,,,XJ,1,0,0,0,0
10.1371/journal.pone.0055019,,,HT,1,0,0,0,0
10.1371/journal.pone.0055019,,,TG,0,1,1,0,0
10.1371/journal.pone.0055019,,,HY,0,1,1,0,0
10.1371/journal.pone.0055019,4,Sheng Yu,SY,0,1,1,0,0
10.1371/journal.pone.0055019,,,LC,0,1,1,0,0
10.1371/journal.pone.0055019,,,YX,0,0,0,1,1
10.1371/journal.pone.0055019,,,XH,0,0,0,1,1
10.1371/journal.pone.0055019,,,HW,0,0,0,1,1
10.1371/journal.pone.0012372,1,Iain L O Buxton,ILOB,1,0,1,0,1
10.1371/journal.pone.0012372,2,Cherie A Singer,CAS,1,0,1,1,0
10.1371/journal.pone.0012372,3,Jennifer N Tichenor,JNT,1,1,1,0,0
10.1371/journal.pone.0009481,1,Karlee L Silver,KLS,1,1,1,1,1
10.1371/journal.pone.0009481,5,Kevin C Kain,KCK,1,0,0,1,1
10.1371/journal.pone.0009481,2,Kathleen Zhong,KZ,0,1,0,0,0
10.1371/journal.pone.0009481,3,Rose G F Leke,RGFL,0,0,0,1,0
10.1371/journal.pone.0009481,,,DT,0,0,0,1,0
10.1371/journal.pone.0015390,1,Derek A Wainwright,DAW,1,1,1,0,1
10.1371/journal.pone.0015390,2,Sadhak Sengupta,SS,1,0,0,0,0
10.1371/journal.pone.0015390,5,Maciej S Lesniak,MSL,1,0,1,0,1
10.1371/journal.pone.0015390,3,Yu Han,YH,0,1,0,0,0
10.1371/journal.pone.0015390,4,Ilya V Ulasov,IVU,0,0,0,1,0
10.1371/journal.pone.0015391,6,Edmond J Remarque,EJR,1,0,1,1,1
10.1371/journal.pone.0015391,1,Kwadwo A Kusi,KAK,1,1,1,0,1
10.1371/journal.pone.0015391,2,Bart W Faber,BWF,1,0,1,1,1
10.1371/journal.pone.0015391,5,Clemens H M Kocken,CHMK,1,0,0,1,1
10.1371/journal.pone.0015391,4,Alan W Thomas,AWT,1,0,0,1,1
10.1371/journal.pone.0015391,3,Vanessa Riasat,VR,0,1,0,0,0
10.1371/journal.pone.0040898,1,Carrie R Ferrario,CRF,1,1,1,0,1
10.1371/journal.pone.0040898,4,Marina E Wolf,MEW,1,0,0,0,1
10.1371/journal.pone.0040898,3,Grace E Stutzmann,GES,1,0,0,0,1
10.1371/journal.pone.0040898,2,Ivan Goussakov,IG,0,1,1,0,0
10.1371/journal.pone.0038153,7,Amadou Sidy Ka,ASK,1,0,0,0,0
10.1371/journal.pone.0038153,13,Benoît Garin,BG,1,1,0,1,1
10.1371/journal.pone.0038153,9,Dominique Rousset,DR,1,0,1,0,0
10.1371/journal.pone.0038153,14,François Simon,FS,1,0,1,0,0
10.1371/journal.pone.0038153,,,JMS,1,0,1,0,0
10.1371/journal.pone.0038153,4,Loïc Chartier,LC,1,0,1,0,1
10.1371/journal.pone.0038153,,,MR,1,0,1,0,1
10.1371/journal.pone.0038153,15,Muriel Vray,MV,1,0,1,0,1
10.1371/journal.pone.0038153,3,Richard Njouom,RN,1,1,0,1,0
10.1371/journal.pone.0038153,2,Abdoulaye Seck,AS,0,1,0,1,0
10.1371/journal.pone.0038153,8,Mohamadou Njankouo,MN,0,1,0,1,0
10.1371/journal.pone.0038153,,,DS,0,0,0,1,0
10.1371/journal.pone.0038153,11,Guillemette Unal,GU,0,0,0,1,0
10.1371/journal.pone.0038153,,,MB,0,0,0,1,0
10.1371/journal.pone.0038153,,,SK,0,0,0,1,0
10.1371/journal.pone.0038153,,,TG,0,0,0,0,1
10.1371/journal.pone.0026829,1,George Roff,GR,1,1,1,1,1
10.1371/journal.pone.0026829,2,E Charlotte E Kvennefors,ECEK,1,1,1,1,1
10.1371/journal.pone.0026829,3,Maoz Fine,MF,1,1,0,1,1
10.1371/journal.pone.0026829,4,Juan Ortiz,JO,1,1,1,0,1
10.1371/journal.pone.0026829,5,Joanne E Davy,JED,1,1,0,0,1
10.1371/journal.pone.0026829,6,Ove Hoegh-Guldberg,OH-G,1,1,0,1,1
10.1371/journal.pone.0023822,1,José Martin Pujolar,JMP,1,1,1,0,1
10.1371/journal.pone.0023822,2,Simone Vincenzi,SV,1,0,0,0,1
10.1371/journal.pone.0023822,4,Dusan Jesensek,DJ,1,0,0,0,0
10.1371/journal.pone.0023822,,,AC,1,0,0,1,1
10.1371/journal.pone.0023822,3,Lorenzo Zane,LZ,0,0,1,1,1
10.1371/journal.pone.0023822,,,GDL,0,0,0,0,1
10.1371/journal.pone.0015405,6,Didier Raoult,DR,1,0,1,1,1
10.1371/journal.pone.0015405,,,TNH,0,1,0,0,1
10.1371/journal.pone.0015405,3,Michel Signoli,MS,0,1,0,1,0
10.1371/journal.pone.0015405,4,Catherine Rigeade,CR,0,1,0,1,0
10.1371/journal.pone.0015405,2,Gérard Aboudharam,GA,0,0,1,1,1
10.1371/journal.pone.0015405,5,Michel Drancourt,MD,0,0,1,0,0
10.1371/journal.pone.0015404,1,Fangwei Liu,FL,1,1,1,0,1
10.1371/journal.pone.0015404,3,Dong Weng,DW,1,0,1,0,1
10.1371/journal.pone.0015404,7,Jie Chen,JC,1,1,1,1,1
10.1371/journal.pone.0015404,2,Jie Liu,JL,0,1,1,1,1
10.1371/journal.pone.0015404,4,Ying Chen,YC,0,1,1,0,0
10.1371/journal.pone.0015404,5,Laiyu Song,LS,0,1,0,0,0
10.1371/journal.pone.0015404,6,Qincheng He,QH,0,0,1,1,0
10.1371/journal.pone.0020901,4,Deborah J Andrew,DJA,1,1,1,1,1
10.1371/journal.pone.0020901,1,Rika Maruyama,RM,1,1,1,1,1
10.1371/journal.pone.0020901,2,Elizabeth Grevengoed,EG,1,1,1,1,0
10.1371/journal.pone.0020901,3,Peter Stempniewicz,PS,0,1,0,1,0
10.1371/journal.pone.0009483,1,Chin Hur,CH,1,1,1,1,1
10.1371/journal.pone.0009483,,,TH,1,1,1,1,1
10.1371/journal.pone.0009483,3,Jennifer M Yeh,JMY,1,0,1,0,0
10.1371/journal.pone.0009483,6,G Scott Gazelle,GSG,1,0,1,1,0
10.1371/journal.pone.0009483,7,Chung Yin Kong,CYK,1,1,1,1,1
10.1371/journal.pone.0009483,,,EMR,0,1,1,1,0
10.1371/journal.pone.0009483,5,Stuart J Spechler,SJS,0,0,1,1,0
10.1371/journal.pone.0023810,1,Basha L Stankovich,BLS,1,1,1,1,1
10.1371/journal.pone.0023810,5,Maria G Pallavicini,MGP,1,0,1,1,1
10.1371/journal.pone.0023810,2,Esmeralda Aguayo,EA,0,1,0,0,0
10.1371/journal.pone.0023810,3,Fatima Barragan,FB,0,1,0,0,0
10.1371/journal.pone.0023810,4,Aniket Sharma,AS,0,1,0,0,0
10.1371/journal.pone.0049389,1,Mark A A Claassen,MAAC,1,1,1,0,1
10.1371/journal.pone.0049389,,,RJdeK,1,0,0,0,1
10.1371/journal.pone.0049389,5,Harry L A Janssen,HLAJ,1,0,0,0,1
10.1371/journal.pone.0049389,6,André Boonstra,AB,1,0,1,0,1
10.1371/journal.pone.0049389,3,Duygu Turgut,DT,0,1,0,0,0
10.1371/journal.pone.0049389,4,Zwier M A Groothuismink,ZMAG,0,1,0,0,0
10.1371/journal.pone.0000969,18,Mario Clerici,MC,1,0,1,0,1
10.1371/journal.pone.0000969,17,Francesco Mazzotta,FM,1,0,0,1,0
10.1371/journal.pone.0000969,1,Eleonora Castelletti,EC,1,1,1,0,0
10.1371/journal.pone.0000969,,,DB,1,0,0,0,0
10.1371/journal.pone.0000969,11,Luca Piacentini,LP,0,1,1,0,0
10.1371/journal.pone.0000969,7,Daria Trabattoni,DT,0,1,1,1,0
10.1371/journal.pone.0000969,10,Alberto Clivio,AC,0,1,0,1,0
10.1371/journal.pone.0000969,3,Louise Kuhn,LK,0,1,1,1,0
10.1371/journal.pone.0000969,4,Manuela Borelli,MB,0,1,1,0,0
10.1371/journal.pone.0000969,16,Manuela Nebuloni,MN,0,1,1,1,0
10.1371/journal.pone.0000969,,,SL,0,0,0,1,0
10.1371/journal.pone.0000969,6,Moses Sinkala,MS,0,0,0,1,0
10.1371/journal.pone.0000969,,,GA,0,0,0,1,0
10.1371/journal.pone.0000969,8,Chipepo Kankasa,CK,0,0,0,1,0
10.1371/journal.pone.0000969,5,Johanna Gajardo,JG,0,0,0,1,0
10.1371/journal.pone.0000969,9,Eleonora Lauri,EL,0,0,0,1,0
10.1371/journal.pone.0000969,15,Francisco Veas,FV,0,0,0,1,0
10.1371/journal.pone.0015398,,,MBE,1,0,0,1,1
